"id","country","leader","period","region","path_type","cluster","priority","status","econ_conditions","social","institutional","political","external","unique_aspects","historical_match_1","historical_match_2","historical_match_3","vdem_coverage","data_notes"
"EGY_SISI","Egypt (post-Arab Spring)","Morsi → Sisi","2011–2026","MENA","Collapse","failed_transition","High","Completed reversal — Sisi consolidating","Revolution cost: tourism -50% 2011–2012; Morsi: Muslim Brotherhood economic programme failing — inflation, forex crisis; Sisi: Gulf financial support ($23bn from UAE/Saudi/Kuwait 2013–2014); Suez Canal expansion as mega-project legitimacy; IMF programme 2016 ($12bn); pound devaluation -50% 2016; 2022 wheat crisis (Ukraine war) + currency crisis — IMF emergency $3bn; SCAF economy expanding under Sisi","Brotherhood support: 30–40% genuine base — not just Islamists; Rabaa massacre August 2013: 800+ killed in single day — worst mass killing in modern Egyptian history; liberals supporting Sisi coup initially then regretting; Coptic minority supporting Sisi vs Brotherhood; Sinai insurgency; #MeToo equivalent: Amal Fathy imprisoned for Facebook video about harassment","2013 coup: SCAF removing Morsi 1 year into term; 2014 constitution: restoring military political role; NSCE (National Security Council): military-dominated; 2019 constitutional amendments: Sisi term until 2030, military political guarantees; judiciary: compliant — mass trials (528 sentenced to death in one session); political parties: hollow","Morsi: Brotherhood winning 2012 — governing incompetently + overreaching (constitutional declaration); Tamarod (Rebel) movement: collecting 22m signatures requesting early election; June 30 2013: mass protests; July 3 2013: Sisi coup; 2014 presidential election: Sisi 97%; 2018: 97% again; 2023 COP27 diplomacy vs political prisoners; Al-Sisi: military field marshal to president","US: ambivalence — 'coup' language avoided to preserve aid; Saudi Arabia/UAE: financial support + strategic alignment; Israel: security cooperation (Sinai); Russia: S-300 purchase + nuclear plant (Dabaa); Ethiopia: GERD water dispute; Qatar: supporting Brotherhood → isolation 2017–2021; EU: migration cooperation overriding human rights","The most complete Arab Spring reversal — from revolution (Jan.25 2011) to Brotherhood democracy (June 2012) to military coup (July 2013) to full authoritarianism (2014+) in 3 years. Rabaa massacre: 800+ killed in 10 hours is the largest single-day killing of protesters in the modern dataset — yet Western response was muted due to strategic interests. The liberal intellectuals who supported the Sisi coup in 2013 then ended up in prison is a cautionary tale about tactical alliances with military against democratic opponents.","Tunisia Saied self-coup (65%)","Turkey 1980 military coup (60%)","Algeria 1992 cancelled election (62%)","Good","V-Dem 1952–2024; EIPR; HRW; Rabaa documentation (HRW report); mass trial records; TIMEP (Tahrir Institute)"
"LBN_COLLAPSE","Lebanon","Various confessional factions","1990–2026","MENA","Collapse","institutional_paralysis_failure","Medium","Live — failed state approaching","Ponzi banking system: BdL (central bank) financial engineering — 20% deposit interest rates unsustainable; August 2019: bank runs beginning; Oct.2019 revolution (thawra): WhatsApp tax triggering; August 4 2020: Beirut port explosion (218 dead, $15bn damage) — state negligence on display; currency lost 95% of value 2019–2023; 80% of population in poverty by 2021; banking sector collapse: deposits frozen","18 confessional communities under National Pact power-sharing (Maronite president, Sunni PM, Shia speaker); Hezbollah: state within state — army, social services, economy, foreign policy; Syrian refugees: 1.5m (25% of population) — largest per capita refugee burden; thawra 2019: cross-sectarian youth protest 'all of them means all of them'; brain drain accelerating post-explosion","Confessionalism: every state position allocated by sect — structural patronage; Parliament not meeting for years at a time; Presidency vacant 2022–2024 (29 months) — no consensus candidate; Central Bank governor Salamé: 30yr tenure, money laundering investigations; judicial independence: zero; Hezbollah veto on any government formation","Ta'if Agreement 1989 ending civil war: power-sharing formula creating permanent gridlock; Hariri assassination 2005: Cedar Revolution; Hezbollah entering government 2005; March 8 vs March 14 blocs; 2019 thawra: Hariri resignation; explosion government collapse; IMF negotiations repeatedly failing (Hezbollah blocking); Joseph Aoun elected president January 2025 — first breakthrough in years","Iran: Hezbollah patron — Revolutionary Guards training, weapons, financing; Saudi Arabia: Hariri family patron; US: Hezbollah designated FTO + sanctions; Israel: 2006 war + October 2024 war (Hezbollah degraded); France: historical Mandate relationship + Macron crisis management; IMF: programme negotiations failing due to political paralysis; Syria: Assad regime spillover","The only case in the dataset of democratic failure via pure institutional dysfunction rather than coup, consolidation, or collapse — nobody is trying to take over, the system simply cannot function. Consociational democracy reaching its logical endpoint: when sects cannot agree on anything, governance stops entirely. Hezbollah as a state-within-a-state that is simultaneously a political party, military, social service provider, and Iranian proxy — the most complex parallel state in the library. The Beirut explosion as a metaphor: the state's negligence literally exploded.","Yugoslavia dissolution (ethnic-sectarian paralysis, 52%)","Bosnia post-Dayton (58%)","Somalia state failure (35%)","Moderate","V-Dem 1943–2024; LCPS; The Legal Agenda; Daraj Media; BdL financial data; Beirut explosion investigation documents; UNHCR refugee data"
"MAR_MONARCHY","Morocco","Mohammed VI","1999–2026","MENA","Stable","managed_monarchy_reform","Medium","Live — managed liberalisation","Phosphate world's largest reserves (70%); agriculture + tourism + remittances (9% GDP); Mohammed VI: industrial upgrading strategy — Tangier automotive hub; 2011: $1bn social spending increase to absorb Arab Spring pressure; IMF precautionary line (PLL) as fiscal anchor; 2022 drought + energy import shock; African development hub strategy (Casablanca Finance City)","2011 February 20 Movement: Arab Spring Moroccan variant — 200,000 in streets; constitution revised (July 2011) as managed response; Rif protests 2016–17: Hirak movement, economic marginalisation — 50+ arrested; Sahrawi human rights as Western Sahara political variable; Islamist PJD winning 2011 + 2016 elections — then decimated 2021 under pressure","Palace (Makhzen) as real power — PM from elected parties but king controlling interior, foreign affairs, religion, security; PJD (Justice and Development — Islamist) governing 2011–2021: parliament with real legislation but king retaining veto; 2021 election: PJD losing 90% of seats under unexplained circumstances — electoral manipulation suspected; press freedom declining; CNDH (human rights council) advisory only","Hassan II authoritarian → Mohammed VI: modernising monarch; divorce reform, women's rights expansion — genuine liberalisation; 2011 constitution: PM from largest party (first time); Benkirane PJD PM 2011–2017: most independent government in history; 2021: PAM (king-aligned party) winning unexpectedly — political course correction; Abraham Accords: Morocco recognising Israel in exchange for US Western Sahara recognition","EU: association agreement + migration cooperation (Morocco as EU border management partner); Spain: Ceuta/Melilla as bilateral pressure points; Algeria: frozen border + Western Sahara rivalry; US: major non-NATO ally + Abraham Accords; France: primary investor + political patron; Western Sahara: 45yr unresolved conflict with Polisario/Algeria","The Arab Spring reform without regime change — Morocco as the case where managed constitutional reform successfully contained revolutionary pressure. The PJD (Islamist party) governing for 10 years within a monarchy is analytically significant: shows Islamist parties can govern pragmatically when given real (but bounded) power. The 2021 PJD decimation suggests the palace's tolerance of genuine Islamist governance has limits — the managed liberalisation model has a ceiling. Western Sahara as a frozen conflict creating permanent international legitimacy questions.","Jordan monarchy management (65%)","Singapore managed pluralism (58%)","Malaysia UMNO management (55%)","Good","V-Dem 1956–2024; GADEM (migration); Reporters Without Borders; HRW; Hirak trial documentation; CCDH"
"ISR_CRISIS","Israel","Netanyahu (return)","2022–2026","MENA","Resilience","institutional_resistance","High","Live — dual pressure (internal + war)","High-tech economy (startup nation): $30,000 GDP per capita; judicial reform announcement January 2023 → shekel -5% in one week, tech companies threatening relocation — markets pricing democratic risk; October 7 war: $50bn+ economic cost, tourism collapse, 100,000 displaced from north; war economy financing ($25bn supplementary budget); hostage deal economic uncertainty","Judicial reform protests 2023: largest in Israeli history — 300,000+ weekly for 9 months; reservists threatening not to serve (unprecedented); October 7 Hamas attack (1,200 killed, 250 hostages) transforming political landscape; Haredi exemption from military service as social contract fracture; Arab-Israeli citizens (20%) as complex political variable; settler violence in West Bank escalating","Supreme Court: striking down judicial reform law December 2023 (first time striking down Basic Law) — institutional resistance working; Knesset: Netanyahu coalition (Likud + Religious Zionism + ultra-Orthodox) with 64/120 seats — narrow; Attorney General: indicting sitting PM (Netanyahu on 3 counts) while he governs; Military: warning against judicial reform threatening operational capacity; State Comptroller: functioning","Netanyahu: longest-serving PM (cumulative) + criminal defendant governing simultaneously; Ben-Gvir (Otzma Yehudit) + Smotrich (Religious Zionism) as far-right coalition partners; judicial reform as coalition payment to ultra-Orthodox; October 7: intelligence failure + civilian massacre ending reform momentum; war cabinet dissolving; Gantz entering then leaving; hostage deal politics fracturing coalition","US: Biden strong support then pressure on Gaza casualties; Hamas: October 7 as political project destroying Israeli-Arab normalisation (Abraham Accords); Iran: October 7 funder/planner; Hezbollah: northern front + 2024 war; ICC arrest warrant for Netanyahu and Gallant — new accountability mechanism; ICJ: South Africa genocide case; Saudi normalisation: paused","A consolidated democracy facing simultaneous internal (judicial coup attempt) and external (October 7 war) crises — no other case in the dataset shows both at once. The Supreme Court striking down a constitutional Basic Law is unprecedented in Israeli constitutional history — the court claiming authority to review laws it previously said were unreviewable. Reservists threatening not to serve as a democratic protest mechanism — soldiers as democratic veto players — is genuinely new. Netanyahu as criminal defendant governing a war is analytically unique: personal legal interest affecting national security decisions.","Brazil Bolsonaro stress-test (58%)","Poland PiS judicial attack (55%)","Turkey Erdoğan judicial capture (50%)","Good","V-Dem 1948–2024; Israel Democracy Index (IDI); Haaretz; Movement for Quality Government; Supreme Court December 2023 ruling; ICC warrant documentation"
"TUN_SAIED","Tunisia","Saied","2019–2026","MENA","Collapse","failed_transition","High","Completed reversal — Saied consolidated","Ben Ali economy: crony capitalism (Trabelsi family) + genuine growth 5%; post-revolution: political instability costing 2% GDP annually; IMF programme negotiations: UGTT opposing austerity; youth unemployment 35%+ — democracy failing to deliver; tourism collapse (Sousse attack 2015: 38 tourists killed); 2022: IMF programme suspended — government refusing conditionality; debt crisis: $3.5bn needed","2010–11 Mohamed Bouazizi self-immolation as revolution trigger; National Dialogue Quartet (UGTT + employers + lawyers + human rights) winning Nobel Peace Prize 2015 — civil society saving democracy; Ennahda-Nidaa Tounes polarisation; political assassinations (Brahmi, Belaid 2013) creating crisis moments; sub-Saharan African migrants as Saied scapegoat 2023 (conspiracy theory)","2014 constitution: best in Arab world; ISIE (electoral commission) gradually captured; HAICA (media regulator) stripped of independence; Saied July 25 2021: suspending parliament, assuming emergency powers (Article 80); 2022 constitution: presidential system concentrating all power; constitutional referendum: 30% turnout — lowest legitimacy mandate in dataset; all independent constitutional bodies dissolved","Ennahda governing 2011–2019: Islamist moderation + coalition governance; Nidaa Tounes 2014: secular nationalist winning; coalition governments rotating — 9 governments in 10 years; Saied 2019: constitutional law professor outsider winning 73%; July 2021 self-coup using his own constitutional interpretation; opposition imprisoned; Rached Ghannouchi (Ennahda) arrested 2023 — 82yr old politician","EU: association agreement + migration partnership — human rights concerns noted but not acted on; IMF: programme suspended (government refusing conditions); France: historical relationship + equivocal response to coup; US: 'deep concern' without consequences; Qatar: Ennahda support; Saudi/UAE: supporting Saied as anti-Brotherhood; UGTT: losing leverage post-coup","The only Arab Spring democracy to fully reverse — making this the single most important MENA case. The Nobel Peace Prize awarded to the National Dialogue Quartet in 2015 then failing to prevent the 2021 coup demonstrates that civil society mediation has limits when economic conditions don't improve. Saied's self-coup is the most legally sophisticated authoritarian takeover in the dataset — using his own constitutional interpretation, never declaring a coup, maintaining legalistic framing throughout. The 30% constitutional referendum turnout is a new low for manufactured consent.","Egypt Sisi coup (68%)","France 4th Republic self-coup variant (45%)","Peru Fujimori autogolpe (60%)","Good","V-Dem 1956–2024; Al Bawsala parliamentary monitoring; HRW; Amnesty International; ISIE data; Nobel Committee documentation; UGTT records"
"IRQ_TRANSITION","Iraq (post-2003)","Various (INA/INC/SoL/Sadrists)","2003–2026","MENA","Transition","externally_imposed_transition","Medium","Partial democracy — fragile","Oil wealth (Iraq 5th largest reserves) distributed via patronage muhasasa system; reconstruction: $500bn+ spent, results poor; ISIS occupation 2014–2017 destroying Mosul economy; 2019 Tishreen protests: youth demanding jobs + services; PMF (Iran-backed militias) controlling parallel economy; 2020: oil price crash → -12% GDP; electricity 8hrs/day despite oil wealth — governance failure","Muhasasa ta'ifia: ethnic-sectarian power-sharing (Shia PM + Kurdish president + Sunni speaker); displacement: 6m+ from ISIS conflict; Tishreen 2019: largest youth protest in Iraqi history (600+ killed) — cross-sectarian, demanding system change; Yazidi genocide by ISIS (2014): 5,000+ killed, 7,000+ enslaved; brain drain: 50%+ of educated Iraqis emigrated","CPA (Coalition Provisional Authority): de-Baathification creating power vacuum; TAL → 2005 constitution: federal consociational system; Independent High Electoral Commission: improving but compromised; Federal Supreme Court: some genuine rulings; PMF (Popular Mobilisation Forces): Iran-backed militias institutionalised into state security — parallel military; Kurdish Region (KRG) as semi-autonomous entity","Bremer dissolving Iraqi army 2003 — creating insurgency; 2005–2006 sectarian civil war; Surge 2007 reducing violence; Maliki (2006–2014): Shia dominance + de-facto authoritarian; ISIS 2014: state collapse in 1/3 of territory; Abadi managing ISIS defeat; 2019 Tishreen: Adel Abdul-Mahdi resigned; Kadhimi: reform attempt; Sudani 2022: Sadrist crisis (Muqtada al-Sadr withdrawing) — 30 killed in Green Zone","US: 2003 invasion + occupation + $2 trillion cost + 4,500 soldiers killed; Iran: dominant influence via PMF + political parties + economic ties; Saudi Arabia: Sunni constituency support; Turkey: PKK operations in Kurdistan; ISIS: external jihadist project; Kuwait: war reparations completed 2022; UN: UNAMI mission","The only case in the dataset of democracy imposed by external military invasion — making it the purest test of whether democracy can be externally installed without domestic consolidation capacity. Answer after 20 years: partial, fragile, deeply patronage-based. The PMF (Iran-backed militias) institutionalised into the state security structure while retaining loyalty to Tehran is a new type of parallel state — not civilian (Hezbollah model) but nominally state military with external command. Tishreen 2019 as cross-sectarian youth movement demands accountability from a system designed to prevent it.","Cambodia UNTAC failure (60%)","Afghanistan (55%)","Lebanon consociational paralysis (52%)","Moderate","V-Dem 2003–2024; UNAMI human rights reports; Tishreen documentation (HRW); IHEC election data; expert survey quality limited by security constraints"
"USA_TRUMP1","USA (Trump first term)","Trump","2017–2021","North America","Resilience","institutional_resistance","High","Completed — institutions held","2017 tax cuts: corporate rate 35%→21%, deficit-financed; trade war with China (tariffs on $360bn goods); pre-COVID economy strong (3.5% unemployment); COVID-19: -3.4% GDP 2020 — largest since 1946; $2.2 trillion CARES Act; stock market recovery masking K-shaped recovery; Fed independence pressured but maintained","Charlottesville 2017: 'very fine people on both sides' — norm erosion signal; family separation at border (2,800+ children); BLM protests 2020 (largest in US history — 15–26 million); COVID politicisation: mask wearing as identity marker; January 6 2021: Capitol insurrection (140 officers injured); social media as primary political battleground","Mueller investigation: obstruction documented, not prosecuted; impeachment 1 (Ukraine): acquitted by Senate; impeachment 2 (January 6): acquitted by Senate; Supreme Court: 3 appointments (Gorsuch, Kavanaugh, Barrett) reshaping for generation; DOJ: Barr reducing independence; FBI: Comey firing; courts repeatedly blocking executive orders (travel ban, DACA)","Emoluments clause violations documented but not enforced; norm erosion without institutional collapse; January 6: Trump inciting crowd, Pence refusing to block certification, Pelosi calling Milley; Milley calling Chinese counterpart; 2020 election: 60+ court cases lost, AG Barr confirming no fraud, state officials resisting pressure; transition: most contested peaceful transfer in US history","NATO: Article 5 commitment questioned; Paris Agreement withdrawal; WHO withdrawal; Iran nuclear deal (JCPOA) abandoned; North Korea: 'fire and fury' then summits; China: trade war + COVID blame; allies: Macron, Merkel, May all strained; Russia: Helsinki summit ('I don't see why it would be Russia')","The most powerful democracy in the world stress-tested from within by its own president — no historical parallel at this scale. The courts, states, and individual officials (Pence, Raffensperger, Rusty Bowers) holding at specific moments prevented institutional collapse. January 6 as the first violent assault on the US Capitol since 1814 (British burning). The 60+ failed court cases demonstrate judicial independence functioning under pressure. Milley's China call — a general taking unilateral action to prevent a president he feared might launch war — is constitutionally unprecedented.","Brazil Bolsonaro stress-test (65%)","South Korea Yoon 2024 (60%)","Israel Netanyahu judicial reform (58%)","Excellent","V-Dem 1789–2024; January 6 Committee report (845 pages); Mueller Report; Senate impeachment records; court case database; Milley biography"
"USA_TRUMP2","USA (Trump second term)","Trump","2025–2026","North America","Consolidation","gradual_legal_consolidation","High","Live — early stage 2025","Tariff escalation: 25% on Canada/Mexico, 145% on China — largest trade war in US history; reciprocal tariffs on 90+ countries then 90-day pause; bond market turbulence (10yr yield spike) constraining fiscal policy; DOGE (Elon Musk): $1 trillion spending cuts target — federal workforce reduction; inflation re-emergence risk; dollar reserve currency status questioned by allies","DOGE federal workforce reductions: 200,000+ federal employees targeted; DEI programme eliminations across federal government; immigration: mass deportation operations, National Guard deployment; media: White House press corps restructured, AP and others excluded; universities: federal funding threats over DEI/Palestine speech; executive order flood: 100+ in first 100 days","DOJ: Kash Patel as FBI director — political loyalist; independent agencies: FTC/FCC/CFPB leadership replaced with loyalists; courts: blocking executive orders repeatedly (birthright citizenship, deportations); Senate: confirming unprecedented recess appointments; DOGE operating without statutory authority — courts split; military: loyalty tests in senior appointments; civil service: Schedule F reclassifying 50,000+ positions","2024 election: Trump 312 electoral votes, 49.8% popular vote — stronger mandate than 2016; Republican congressional trifecta enabling legislative consolidation; Vance as ideologically committed VP (unlike Pence); loyalists in all cabinet positions — no 'adults in the room'; Project 2025 as governance blueprint; second term with less institutional resistance (experienced staff replaced with loyalists)","Ukraine: aid conditional, Zelensky 'Oval Office ambush' February 2025; NATO: 5% GDP demand + European strategic autonomy acceleration; Greenland/Canada/Panama Canal as territorial ambitions; China: trade war + Taiwan ambiguity; Israel: Gaza ceasefire deal + West Bank annexation green light; Saudi Arabia: $600bn investment deal; Europe: retaliatory tariffs","Most consequential live case in the entire dataset — the most powerful democracy attempting consolidation in real time. The Schedule F reclassification (converting 50,000 civil servants from protected to at-will) is the single most significant attack on bureaucratic independence in US history. DOGE as an unelected parallel executive structure (Musk without Senate confirmation) operating across all agencies is genuinely new. The courts are holding (100+ orders blocked) but executive non-compliance with specific rulings is emerging. Whether this becomes Hungary or remains within democratic bounds is the defining prediction question of 2025–2026.","Hungary Orbán year 1–2 (55%)","Turkey Erdoğan early consolidation (48%)","USA Trump 1 (own prior phase — 70%)","Excellent — live","V-Dem 2025 data pending; court order tracker (Just Security); DOGE tracker; executive order database; real-time data as of March 2026"
"CAN_CONTROL","Canada","Trudeau → Carney","1982–2026","North America","Control","control_stable_democracy","Medium","Control — Trump pressure stress test","Resource economy (oil sands, timber, wheat) + services; 1988 FTA then NAFTA deeply integrating with US; 2008 crisis: better managed than US (banking regulation); Trudeau deficits: fiscal stimulus without austerity; housing crisis: affordability collapse in Toronto/Vancouver creating political discontent; 2025: 25% US tariffs as existential economic threat — Canada 75% of exports go to US","Multicultural policy (1971) as state identity — immigration 400,000+/year; Quebec language laws as managed diversity; Indigenous reconciliation: Truth and Reconciliation Commission 2015 — 94 calls to action; Freedom Convoy 2022: anti-vaccine mandate occupation of Ottawa — Emergencies Act invoked; Islamophobia incidents; anti-Asian racism post-COVID","Charter of Rights and Freedoms 1982: constitutional rights culture; Supreme Court of Canada: genuinely independent; Elections Canada: trusted electoral administration; CBC/Radio-Canada as public broadcaster; Bank of Canada: independence maintained; 2022 Emergencies Act: invoked for Freedom Convoy — courts later ruling it unjustified but democracy survived","Trudeau 2015: progressive wave; SNC-Lavalin affair 2019: AG Wilson-Raybould resigning — accountability functioning; WE Charity scandal; 2021 unnecessary election; Trudeau resignation January 2025; Carney (ex-Bank of Canada/England governor) winning Liberal leadership; 2025 election context: Trump tariff threat as unifying external pressure; NDP-Liberal supply-and-confidence agreement as coalition variant","US: 25% tariffs 2025 as most severe bilateral crisis since 1812; 'Make Canada the 51st state' rhetoric from Trump — sovereignty question; CUSMA/USMCA renegotiation; Five Eyes intelligence partnership; NATO 2% commitment pressure; China: Huawei + Meng Wanzhou extradition; India: Hardeep Singh Nijjar assassination on Canadian soil (attributed to India) — diplomatic crisis","Canada as the democracy most directly threatened by US second-term consolidation — 25% tariffs on 75% of exports is an economic weapon without historical parallel between allies. The Nijjar assassination case (India allegedly killing a Canadian citizen on Canadian soil) is the first case of a democratic ally conducting an assassination on another democracy's territory — new norm violation. Freedom Convoy as the first successful occupation of a capital city by anti-government protesters in a G7 democracy — resolved via Emergencies Act without violence.","Mexico FTA dependency on US (60%)","Finland Finlandisation (external pressure on democracy, 45%)","Australia US alliance stress (40%)","Excellent","V-Dem 1867–2024; Elections Canada; Supreme Court records; Emergencies Act public inquiry (Rouleau Commission); Nijjar case RCMP documentation"
"PRT_CARNATION","Portugal (Carnation Revolution)","Caetano → Spinola → Soares → Eanes","1974–1982","Europe","Transition","military_initiated_liberalisation","High","Completed — model transition","Estado Novo economy: protected corporatist sectors + colonial resource extraction; 1973 oil crisis hitting Portugal hard; decolonisation cost: 1m retornados (colonial returnees) to absorb; 1977 IMF programme as economic anchor for transition; 1986 EU membership completing integration; inflation 20%+ during transition managed without democratic collapse","Retornados: 1 million Portuguese returning from Angola/Mozambique — rapid demographic and political integration challenge; PREC (Ongoing Revolutionary Process): far-left attempting Cuban-style revolution 1974–75; farmers occupying land in Alentejo; Catholic Church as conservative social anchor vs revolutionary left; MFA (military) as contradictory force: enabling democracy while threatening it","MFA (Armed Forces Movement): captains' coup April 25 1974 — ending 48yr Estado Novo; Council of the Revolution as military oversight body (disbanded 1982); Constituent Assembly: elected 1975, drafting constitution; 1976 constitution: socialist elements + democratic framework; 1982 constitutional revision removing Council of Revolution — completing civilian consolidation; Constitutional Court established","Spinola: conservative general enabling revolution then attempting counter-coup (March 1975) — failing; PREC 1975: Communist Party + radical MFA attempting socialist consolidation; November 25 1975: moderate military coup ending radical phase; Soares (Socialist Party) as democratic anchor; 1976 Eanes election: military president supporting democracy; 1986: Soares first civilian president — consolidation complete","NATO: Portugal as member — alliance providing external legitimacy for democratic transition; EU accession 1986 as economic anchor; Spain: parallel transition creating regional democratic zone; US: concerned about Communist influence, supporting moderate forces; Angola/Mozambique decolonisation: military defeat as context for coup","The only case of a military coup explicitly launching democratic transition — the coup was for democracy, not against it. The PREC (1974–75) is the only case in Western Europe of a serious Communist-revolutionary challenge to democratic consolidation in the postwar period — Portugal came closer to a Cuban outcome than any NATO member. Carnation Revolution as a model: flowers in gun barrels, no shots fired, peaceful — the aesthetic of democratic revolution. The parallel with Spain (Franco dying 1975) creating a democratic wave across the Iberian Peninsula.","Greece Karamanlis transition (70%)","Argentina military transition (58%)","Spain post-Franco (72%)","Excellent","V-Dem 1900–2024; ICS (Institute of Social Sciences Lisbon); Arquivo Nacional Torre do Tombo; PREC documentation extensive; MFA records"
"AUT_DOLLFUSS","Austria (Dollfuß / Austrofascism)","Dollfuß → Schuschnigg","1932–1938","Europe","Collapse","rapid_collapse","High","Completed — Anschluss ending","Great Depression: 25% unemployment; Vienna socialised housing model (Red Vienna) as working class mobilisation base; agrarian vs industrial economic divide; reparations burden lighter than Germany but significant; Creditanstalt bank collapse 1931 — Austria triggering European banking crisis; autarky attempts under Dollfuß failing","Heimwehr (fascist paramilitaries) vs Schutzbund (Socialist paramilitaries) — street violence normalised; Red Vienna: SDAP governing Vienna with genuine social programmes (Karl Marx Hof); Catholic conservative rural Austria vs Socialist urban Vienna as fundamental divide; Austrian identity question: German nation or separate state? — unresolved until 1945","Parliament: unable to function by 1933 (procedural crisis used as pretext); Dollfuß ruling by emergency decree (War Economy Enabling Act 1917) — using WWI law; February 1934 civil war: army crushing Schutzbund in 4 days; 1934 constitution: Fatherland Front single party + corporate state; Nazi putsch attempt July 1934: Dollfuß assassinated; Schuschnigg attempting to maintain independence until Anschluss 1938","SDAP (Socialists) vs CSCP (Christian Socials) vs Heimwehr vs Austrian Nazis — four-way fragmentation; Dollfuß: smallest chancellor in history (4ft11) with outsized authoritarian ambitions; Italian backing (Mussolini) enabling Dollfuß initially; 1938: Hitler demanding capitulation, Schuschnigg calling referendum (cancelled under German pressure), Anschluss March 12 1938","Germany: Nazi pressure increasing throughout; Italy: Mussolini supporting Austrian independence initially (Stresa Front) then switching after Ethiopia war; France/UK: appeasement preventing support for Austria; League of Nations: ineffective; February 1934 intervention by army against Socialists losing international legitimacy","Parallel to Weimar but different mechanism — Dollfuß used emergency powers to create Austrofascism as a defence against Nazism, not to enable it. The only case of authoritarian consolidation explicitly justified as preventing a worse authoritarianism — and failing. February 1934 civil war: the only case of a Western European government using artillery against its own working class housing estates in peacetime. Anschluss as external collapse — Austria's democratic failure was consumed by a larger external authoritarian project.","Weimar Germany (70%)","Spain Republic polarisation (65%)","Hungary 1919 Horthy (55%)","Good","V-Dem 1918–2024; DÖW (Documentation Centre of Austrian Resistance); ÖNB historical archives; February 1934 civil war documentation; Anschluss records"
"FRA_5TH","France (5th Republic stress)","Macron → future","2017–2026","Europe","Control","control_stable_democracy","Medium","Control — stressed","Macron: labour market reform (loi travail) triggering gilets jaunes; pension reform 2023: raising retirement age 62→64 — largest protests since 1968; deindustrialisation creating peripheral France (Christophe Guilluy analysis); COVID recovery strong; fiscal deficit consistently above 3% Maastricht; energy crisis 2022 (nuclear fleet maintenance failures); 2024 snap election fiscal uncertainty","Gilets jaunes 2018–2019: peripheral France vs Paris elites — new social fracture; 2023 pension protests: CFDT + CGT united (rare); Charlie Hebdo + Bataclan + Nice as Islam-France tension markers; laïcité as contested value (abaya ban, headscarf debate); banlieue riots 2023 (Nahel Merzouk killing by police); RN (Le Pen) at 37% in 2024 European elections","Fifth Republic: strong executive (semi-presidential) designed by de Gaulle for one man — holding under Macron; Constitutional Council: ruling on pension reform procedural questions; Senate: conservative counterweight; 49.3 constitutional provision: government pushing legislation without vote (used 11 times in one session) — technically legal but delegitimising; Assemblée Nationale: hung parliament post-2024 snap election","Macron: En Marche destroying traditional parties (PS, UMP/LR) — creative destruction of party system; 2022: re-elected against Le Pen; June 2024: RN leading European elections → Macron dissolving Assemblée → RN winning first round → left coalition (NFP) winning most seats → hung parliament; Barnier PM then no-confidence vote (December 2024) — fourth PM in two years; Le Pen trial: convicted of embezzlement, banned from office 5 years","EU: France as co-leader with Germany; Ukraine: Macron proposing European troops; NATO: strategic autonomy doctrine; Trump tariffs: France as target; Algeria/Morocco: post-colonial relationships; Sahel: French military withdrawal (Mali, Burkina, Niger); Africa policy: Françafrique ending","The Fifth Republic was designed for strong executive action — Macron using every constitutional tool available (49.3, dissolution) is legally correct but delegitimising at a moment of social fracture. The RN (Marine Le Pen's party) at 37% in European elections is the highest far-right support in France since Vichy — yet functioning within democratic institutions, unlike 1930s equivalents. Le Pen's electoral ban (5 years for embezzlement) while leading in polls creates a new democratic tension: most popular politician legally barred from running.","France 4th Republic fragmentation (55%)","Italy coalition instability (50%)","Germany AfD rise (48%)","Excellent","V-Dem 1789–2024; CEVIPOF; IFOP; Constitutional Council decisions; 49.3 usage tracker; RN trial documentation"
